poi_id;writer;keyword;wrating;wtime;mlocation;review;ids;titlen;mrating;mtipe;wlocation;mtotreview;wlocationlat;wlocationlong
36;ruli_Jkt;;20;2016/8/3;-6.88434,107.60715;I go hete after read the news from internet,but unfortunately in reality is very different....the goverment must improved this place to the next level.;400780536;"""Place nice but the river is dark brown... - Teras Cikapundung";40;Nature & Parks ;Jakarta, Indonesia;49;-6.17511;106.865039
35;Tjang_KianLiong;;30;2016/11/2;-6.911733,107.61102;Bandung City Square (Alun-Alun) used to be a quiet place, but now it is always full of people days and nights. The Mayor of Bandung has changed this square dramatically, covering the ground with artificial grass and making it a recreational park for young children and grown-ups. It is a cheap place to refresh and relax.;434193386;Refresh Ourselves at the Heart of... - Bandung City Square;45;Nature & Parks ;Bandung, Indonesia;32;-6.917464;107.619123
35;Fasta'Iza N;;40;2016/10/15;-6.819415,107.59617;I like this place after the renovation. It's more attractive and being landmark of Bandung again. I recommend you to climb up the tower and enjoy the city scenery from above. But, i think the artificial grass was so smelly. ;428081424;Time for relaxation - Bandung City Square;45;Nature & Parks ;Bandung, West Java ;32;-6.917464;107.619123
35;Sentaries;;40;2016/12/9;-6.911733,107.61102;It is become a well known site and a trending topic site after its renovation (asia afrika conference)you can have a lot of picture here, there are a lot of spot to try on.In Alun Alun, they have a synthetic grass... so for rainy seasons, the grass will be a lil bit stingy.You can take a picture with some Cosplay ( a man wearing some character clothes), but you have to pay some gratuity for them. Usually I payed them for Rp.5000,-Asia Afrika street has a great of architecture and culture building.I often takes my family or relatives from other cities to travel this site.;443022250;Trendsetter Sites - Bandung City Square;45;Nature & Parks ;Bandung, Jawa Barat, Indonesia;32;-6.917464;107.619123
36;mersi217;;40;2017/2/19;-6.88434,107.60715;It is one of many recreation places in bandung. A small place and free for recreation in the northern area of bandung. take your photos and upload to your instagram, is quite good and make you pride to show off to your followers.;461348249;a small and free destination for locals - Teras Cikapundung;40;Nature & Parks ;Bandung, Indonesia;49;-6.917464;107.619123
35;Argya N;;40;2017/6/23;-6.911733,107.61102;Located in center of Bandung, within walking distance to Braga and Asia Africa street. The grass were artificial, tho. Probably one of the best community gathering place in Bandung. Located beside Grand Mosque of Bandung.;495520764;Green City Plaza - Bandung City Square;45;Nature & Parks ;Maumere, Indonesia;32;-8.624551;122.214696
36;Derry J;;40;2017/5/2;-6.88434,107.60715;very funny fish therapy for only Rp 5000 as long as you like. the fish will catch your foot as soon as you deep you foot into the water;481144785;fish foot theapy - Teras Cikapundung;40;Nature & Parks ;Bandung, Indonesia;49;-6.917464;107.619123
35;rizky a;;40;2017/6/29;-6.911733,107.61102;I haven't visited Alun-alun Bandung for so long, but now there's a lot of changes. The mosque now has an amazing park with synthetic grass. There are also tenants who sell many kinds of street foods and fashion accessories. The price is affordable, you can negotiate to get a lower price.;497075759;Crowded Place but Nice - Bandung City Square;45;Nature & Parks ;Indonesia;32;-0.789275;113.921327
38;felbland;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2016/12/21;-6.911733,107.61102;This mall is located in Merdeka street and located need Riau street (where we can find many factory outlets and culinary destination) and also near the famous bookstore Gramedia and BEC electronic centre. Bandung Indah Plaza (BIP) has Hypermart in it so we can buy groceries and also XXI cinema so we can watch most recent released movies . Stores in BIP mostly sell mid-range fashion and electronic products.;445986758;Mid-class mall located in a strategic... - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Jakarta, Indonesia;55;-6.17511;106.865039
38;Faizal D;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2017/2/16;-6.911733,107.61102;One of Bandung's shopping center.you can find lots of things and supermarket here.the place is very crowded,difficult to find empty parking place.the place doesnt have enough security/officer around the place for people to ask things.good for the place it is located near the main street so people can find it easily;460517760;Crowded - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Medan;55;3.595196;98.672223
38;Rospcc;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2016/12/26;-6.90868,107.61088;This mall is more suitable for locals rather than for tourists although we managed to buy 2 T-shirts for men and some accessories for ladies. The shops on the top floor are the most trendy - a handful of shops selling clothing from Korea. Many shops selling traditional Indonesian or Malay outfits if you are interested in these.;446721085;Mall for locals rather than tourists - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Singapore, Singapore;55;1.352083;103.819836
38;hannaindrie;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2016/12/18;-6.90868,107.61088;It's still great for an old mall.. I like the food court, there are many tasty food stalls. From traditional one, and snack like takoyaki, churros, donuts.. ;444997484;One of the oldest mall in Bandung - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Mojokerto, Indonesia;55;-7.470475;112.440133
35;Bagus W;;50;2017/10/2;-6.911733,107.61102;This is the first time I visit Bandung city square in 5 years! Back then the place was rather dirty, chaotic, full of sellers, and even smells putrid! Thanks to the effort by the current Mayor, he transformed the place into its current form. It is a really nice place to walk by and enjoying the sight of Bandung.;527815319;Fabulous Place to Visit - Bandung City Square;45;Nature & Parks ;Bandung, Jawa Barat, Indonesia;32;-6.917464;107.619123
38;LalaC821;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2017/1/25;-6.90868,107.61088;bandung indah plaza is such a good shopping place in bandung. although it was old, the insides aren't so old like the building. so many shops inside there, including the grocery market named hypermart, which is makes this shopping mall completely perfect to visit, since you don't need to go anywhere else to find your daily needs if you just wanna hangout at once. besides you will find some big vendors like starbucks, mcdonalds, and also cinema xxi if you want take your time watching any great movies. so that i think you should go there once you touchdown bandung.;454892626;one of good shopping places in bandung - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Singapore, Singapore;55;1.352083;103.819836
38;Riza_Ilyas;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2017/4/24;-6.911733,107.61102;Bandung Indah Plaza or better known as BIP is one of the oldest malls in the city of Bandung. All Bandung people must know this mall. Its location was strategic, located in the heart of Bandung. Close to Bandung city government center in town hall and Dago tourist area. So about where the place is, this mall is one of the best.But along with the development of the times and the growth of other tourist attractions, this mall is just enough class. Not that it should be visited because in my opinion many other places in Bandung are now better. But to just hang out, this mall offers many options. Many food tenants here with a variety of foods. In addition you also have the option to shop for many branded tenants who open outlets here. For household shopping options, you can also visit the supermarket which I think is quite large and complete. Not to forget, BIP also features a cinema with many theaters. If you get a chance to watch a movie in theater 1, then you will get a cinema with a big screen which I think is quite satisfactory.Jalan Merdeka where this mall is located is quite crowded. Therefore, to bring a vehicle, it is necessary to avoid the congestion when dropping passengers. But public vehicles are also widely available here such as public minibuses and taxis. With a little walk, you can also circle the Merdeka Street area that presents a lot of souvenirs and culinary center typical of Bandung which unfortunately to skip.;478566266;BIP, The Legendary Mall - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Jakarta, Indonesia;55;-6.17511;106.865039
38;JohannesAdhi;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2017/4/11;-6.90868,107.61088;Attached with Aryadutta Hotel (used to be Hyatt hotel). Not many resto inside. There is Hypermart, Matahari Dept Store.;474837637;Just a Mall - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Depok;55;-6.402484;106.794241
38;Lucifer M;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;50;2017/9/25;-6.90868,107.61088;Really love this mall when i come to bandung, just sit and hangout in this mall.not too crowd but perfect;526673302;legendary mall - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Indonesia;55;-0.789275;113.921327
38;Desti P;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;30;2017/6/21;-6.90868,107.61088;Bandung Indah Plaza (BIP) was once a popular mall 15-25 years ago since it was the only mall at the moment. Nowadays so many new malls and BIP no longer that popular mall. Branded brands are prefer to opened their tenant at the new malls. BIP is still popular, though, now for middle class. Many fashion bazaar, Matahari Dept. Store, Hypermart, and some restaurants. Toilet is not free yet it's not clean either. I mean, whaattt? ;494784486;Once a popular mall - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Jakarta, Indonesia;55;-6.17511;106.865039
38;jajavalB;merdeka street, shopping mall, food court, bip, xxi, cinema, legendary, hangout, weekend;50;2017/7/9;-6.911733,107.61102;This mall is easy to go on your feet by walking on Merdeka street pass public park and small river.I went on Sunday so a lot of locals walking, shopping, dining in the mall with 4 floors . There is also hypermart for buying all things in cheap price. ;499833246;Shopping mall on main boukevard with... - Bandung Indah Plaza;35;Shopping Malls, Shopping ;Bangkok;55;13.756331;100.501765
39;archipelalala;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;50;2016/8/14;-6.911733,107.61102;getting there was not easy, we had to drive up on a steep road. but when we made it it was all worth it,it wasnt that far from the center of the city, just 30 minutes away. The gallery and the whole space is a work of art on its own. and coffee place was superb, the food and atmosphere as well. cant wait to come back! ;405487436;WHOLESOME ARTFUL EXPERIENCE - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Jakarta, Indonesia;64;-6.17511;106.865039
39;Bdee A;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;30;2017/7/10;-6.911733,107.61102;This art gallery not only gives the best art gallery performance, also good atmosphere for dating and eating, there's a cafe with good coffee and nice view, quite romantic;500152884;Valentine's date - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Bandung;64;-6.917464;107.619123
39;SendyFilemon;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;40;2016/10/13;-6.860163,107.62994;This place is an art gallery, the architecture is good. But it's not a tourist destination. If you live in Bandung, go here. If you have only 4 days in Bandung, go to more popular destinations.;427532628;Local visitors only. Don't spend time... - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Jakarta, Indonesia;64;-6.17511;106.865039
39;squinnocent;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;50;2017/5/5;-6.860163,107.62994;This is a gallery made by Soenaryo, one of the best Indonesian sculptor. It has good architectural and interior design that quite famous. This gallery shows Soenaryo's work of art, and often provide space for an impressive exhibition of many artists, local and international. They even held a movie screening sometimes. Beside that, they has a cozy cafe inside. This place is built in the highland in Dago, Bandung, so you can feel the breeze and see the city landscape. You should check another gallery by Soenaryo when you visit this place, called Wot Batu. It located very near with Selasar Soenaryo.;481880779;Wonderful gallery and artspace - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Bandung, Indonesia;64;-6.917464;107.619123
39;Devita31;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;40;2017/7/21;-6.911733,107.61102;My favorite place from year 2000 and still until now.Tempat ngopi sambil menikmati keindahan alam, karya seni dan menunggu matahari terbenam. Great place for hang out with friends.;504084137;Favorite Place - Selasar Soenaryo;40;Art Galleries, Museums, Shopping ;Bandung, Indonesia;64;-6.917464;107.619123
39;Pingkansb;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;40;2017/2/6;-6.911733,107.61102;Really love the place, and cozy enough for me and my friends.. i dont know but i like the ornament of the toilet;457737883;Love it - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Bandung, Indonesia;64;-6.917464;107.619123
37;Shana P;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;40;2017/2/8;-6.911733,107.61102;There was a wide range of fun activities to do. My friends and I loved it so much that we decided to go there next year! The people were kind, nice and warm. definitely a great place to visit.;458210319;Adventurous - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Cikarang, Indonesia;64;-6.307923;107.172085
37;roelly;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;50;2017/1/15;-6.90868,107.61088;Right place for family outbound. Safety is good. The tracks are very varieties. Longest track is very challenging. Something need to be considered is minimum body tall of the participant. If less than 130 cm, I believe will have many problem during do the activities, especially at black and red track. Very nice with affordable price;452256013;Very nice adventure park - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Cikarang, Indonesia;64;-6.307923;107.172085
37;Michaela_Mukti;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;50;2016/11/28;-6.90868,107.61088;I took there my sister 17 years old and she really enjoy :) i think we will go there again with some other family members :) if u are looking for some adventure during ur trip in Bandung, this is right place to visit ;440782814;Awesome place - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Indonesia;64;-0.789275;113.921327
39;pipin p;art gallery, coffee place, ginger coffee, artists, stone, mr, quality;30;2017/9/18;-6.860163,107.62994;We came here at about 10 am. We had a cup of ginger coffee with ice cream, lychee mojito, strawberry mojito, and bbq french fries. They all taste good. The price quite affordable, with a cozy place. Good for chit chat or just enjoy the time...;524788467;Cozy place - Selasar Soenaryo;40;Art Galleries, Shopping, Museums ;Jakarta, Indonesia;64;-6.17511;106.865039
37;Iffa_Maula;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;30;2017/7/11;-6.90868,107.61088;We always love coming to treetop, but this was our first time visiting treetop's Bandung location. There was nine of us consisted of four adults, two teenagers, and 3 children under the age of 10 but pass the height recuirement. Everyone was enjoying their time.... The circuits in the Bandung's location was a litte bigger then the Bali's location. The tree was taller. The challenges was spread out where we could not see the end of the circuit. The staff were very attentive... they helped our kids pass their challenges even though sometimes they were scared and freaking out... thank youThe big let down was the toilet was sooooooooo dirty!!!!!!! It was dark too... We had to hold on to our pee till we found the nearest gas station in the area;501046472;Need to update their facilities - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Jakarta;64;-6.17511;106.865039
37;raabyavasandani;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;50;2017/7/22;-6.911733,107.61102;It was amazing! I came with my entire family and there was something for all of us. It is very different from other places in Bandung. I found parts of it challenging and very much fun. I don't recommend going solo because other than the trainers, you would be alone. I recommend bringing your own food as it is quite far from anything else.;504401576;Amazing Bandung Treetop Adventure Park - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Jakarta, Indonesia;64;-6.17511;106.865039
37;daryllhow;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;30;2017/5/21;-6.911733,107.61102;This place has high potential but the only down part was the entrance fee does not include laying on the hammock. Once you lay down, you are expected to pay 10k. Quite a ripper.;486307282;Drove pass and stopover - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Perth, Australia;64;-31.950527;115.860457
37;halfdotz;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;50;2017/8/10;-6.90868,107.61088;Cooling place with hammocks to rent for relax or instagram photos. Love the vast pinetrees which allows to take nice photos with the cool blue sky. The weather is cold too.;511000212;Nice pine trees - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;SG;64;1.352083;103.819836
37;Alvean M;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;40;2017/7/1;-6.90868,107.61088;excellent weather, real nature adventure, challenging obstacles for young and old. Do come properly dressed - gloves, long pants, sport shoes. They do offer proper security harness for the activities;497796739;Super nature outward bound adventure - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Singapore, Singapore;64;1.352083;103.819836
37;donsule;safety helmet, family package, pine trees, outdoor activities, circuit, gloves, challenges, heights, outbound, treetops, adventure, equipment, lembang, parts, body, play;40;2017/8/17;-6.911733,107.61102;Treetop is one of the best places for outdoor activities in West Java, its located in Cikole, Lembang, around 18km drive from Rumah Mode, Bandung.Treetop should get 5 star from me, however, due to the high ticket price, I think the 4-star rating is fair enough. The ticket cost is 200k for adult and 140k for the kid (in Rupiah). If you're a family with two adult and two kids, it's best to buy a family package, saving you another 140k. Prices are for 150 minutes play.Before we go any further, this place is not for the person with no physical strength or acrophobia: you know the one with the phobia of heights.There are several circuits to meet the customer needs, ages, etc. Each circuit marked with different color, let's say yellow circuit is for kids with at least four years old and above. If you're a big guy, don't even think to try it because you'll be stuck on the bamboo platform.If you're an adult, try at least the orange or perhaps the black circuit. One thing I should tell you before trying the black one, feel the fear but do it anyway.Tip: bring your own glove to avoid long queue;514344207;A good place to train your kids - Bandung Treetop;40;Theme Parks, Water & Amusement Parks ;Jakarta;64;-6.17511;106.865039
40;Testo T;family tent, tea plantation, rabbit, boat, overrated, situ, nature;50;2017/6/26;-6.911733,107.61102;The temperature is about 14 degrees ....it is cold with the best lake view. They have many spot lake view, tea plantation and hill. The resto is always full of customers so you may patient to Quee. It is not so far from Bandung City....1,5 hours.;496365427;The best lake view - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Tangerang, Indonesia;25;-6.202394;106.65271
40;Tessa R;family tent, tea plantation, rabbit, boat, overrated, situ, nature;30;2017/7/9;-7.167077,107.354195;Glamping was very viral on social media. it was a great location in the middle of tea plantation sites. Great atmosphere, lots of sightseeing and activity that you can have in glamping. We can eat in 'pinisi' boat which is a restaurant in a building like a sailing ship or some little stores organized by local ppl. enjoy the vibes of a patengan lake by using a kano, pedal boat, or mini ship.. And many moreConts: for some reason glamping very crowded, lack of access if using local transportation, overpriced for food and ticketing, management and staff not really prepared to control crowd, NOT SUITABLE FOR DISABILITY PEOPLE especially using wheelchair, and for womans be careful of many subtle sexual crimes such as being seducted by local ppl. Tips: best time to come to glamping is before 4pm before the fog turn down ;499964608;Overrated - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Singapore, Singapore;25;1.352083;103.819836
40;Alvean M;family tent, tea plantation, rabbit, boat, overrated, situ, nature;40;2017/7/3;-6.911733,107.61102;gorgeous lakes, tea plantation, close to nature, suspension bridge, great climate, closest to nature with hillside, forest etc;498408888;Beautiful closest to nature - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Singapore, Singapore;25;1.352083;103.819836
40;Yan Riza B;family tent, tea plantation, rabbit, boat, overrated, situ, nature;50;2017/7/22;-6.911733,107.61102;Glamour Camping. We took the lake side tent. Have a balcony with the lake and mountain view. The tent in the tea farm area. The weather is very cold in the evening around 14 degree celsius. Big bathroom with shower and heater. The tent have campfire in the side.The facility very complete and fun. Pinisi unique restaurant with the very nice view and serve traditional and indonesian food. We can access the restaurant from floating bridge. Also have floating bridge to cross the lake. Breakfast variant is very limited. Free entrance to rabbit farm. Our kids can feed and play with the rabbits. Worth the price for our family members. Many spot to take the pictures, tea farm, lake and mountain view. Fogging in the evening and early morning. Memorable and instagramable holiday. ;504626344;Memorable Holiday - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Jakarta, Indonesia;25;-6.17511;106.865039
40;Aurelia R;family tent, tea plantation, rabbit, boat, overrated, situ, nature;40;2017/7/16;-7.167077,107.354195;All I could say when we first arrived here was that the 6-hour trip from Jakarta was totally worth it. We were welcomed by the cool fresh air and we feasted on the beautiful view of the lake of Situ Patenggang and the tea plantations everywhere. The view was amazing. The tent itself was also far from disappointing. It was exactly like what people described. Clean for sure. We stayed in the family tent for 8 persons. It was quite spacious especially if you have small kids. The space in the middle of the tent is spacious enough for you and your family to sit together and do stuffs. However, I have to suggest that you bring a portable stove and rice cooker to cook your meal because the food in the phinisi restaurant quality was not too satisfying. We had lunch which had a so-so taste but the price was just like the restaurants at the mall in Jkt. The breakfast though, was not bad. You will get free breakfast for 8 as well, and thankfully, the breakfast was enjoyable.If you are Indonesians, be prepared to get very cold during the night and in the morning. Get your jacket and sweater ready. Especially, if you visit here during summer (June-August). The temperature can hit as low as 10'C. But dont worry, they do have water heater which makes taking shower a no problem at all.Lastly, I would recommend this place if you want to stay away from the standard stay in the hotel kind of holiday. Glamping is DEFINITELY the right choice. Your children will have so much fun. They get to appreciate the nature and oh, this place has rabbit farm and some other attractions as well. So they won't waste their time doing nothing in the tent. There are lots of stuffs to do here. ;502416591;Camping at its best - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Singapore, Singapore;25;1.352083;103.819836
40;Yunus M;family tent, tea plantation, rabbit, boat, overrated, situ, nature;50;2017/10/9;-7.167077,107.354195;If you look this up, you'll see that this ship themed restaurant has some stunning views. We arrived towards evening and the fog was rolling in, still made for an eerie but beautiful setting and the food was good (buffet or a la carte) at mid range prices. Perhaps a bit pricey to get to and to eat at on a backpacker budget but we were lucky enough to have a local drive us.If you get the chance, take it. ;530428044;Beautiful - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Leicester, United Kingdom;25;52.636878;-1.139759
41;SiskaPurnama;;40;2017/4/10;-6.913453,107.609;Artistic place, a good ambience where citizen can relate each others in one place. Many photograph angles!;474383995;Very Modern City Hall - Balai Kota Bandung;40;Government Buildings, Nature & Parks, Sights & Landmarks ;Bandung, Indonesia;31;-6.917464;107.619123
40;BillNabilah;family tent, tea plantation, rabbit, boat, overrated, situ, nature;40;2017/7/28;-6.911733,107.61102;Good for sightseeing, although it's actually quite overrated. Best place for taking pics, as it is in the middle of tea plantation. Suitable for family.;506606789;Beautiful lake view - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Sepang, Malaysia;25;2.691369;101.750527
40;Nindya Nastiti P;family tent, tea plantation, rabbit, boat, overrated, situ, nature;40;2017/9/3;-6.911733,107.61102;Located approximately 24 miles from Bandung, this place is a really breath-taking. If you want to catch a great view without annoy by a lot of people take a selfie with that famous selfie stick, you better get off on early morning.The weather is still fresh and the scenery was full of greeny and you could see the legendary Situ Patengan from above. They also provide some food for breakfast, but it just so-so.;520930816;Nice Weather, Nice Scenery! - Glamping Lakeside Ciwidey;45;Points of Interest & Landmarks, Sights & Landmarks ;Sepang, Malaysia;25;2.691369;101.750527
41;moemoerizal;;30;2017/4/9;-6.913453,107.609;For all of you who look for affordable city park visit, The City Hall can be a good options. It has been renewed and renovated for many times. And the maintenance seems running quite well. The local government put so much effort into designing the new look of The City Hall. There were flowers, statues, water fountain, and even ponds.My tip: Do not go here on Sunday. Too many people. Too crowded. Though there would be more food vendors, but I personally don't like the idea of bunches of teenagers practicing their cover dance all around the hall. At some point, they blocked the beauty of the park itself.;473983211;Cheap and Worth It - Balai Kota Bandung;40;Government Buildings, Sights & Landmarks, Nature & Parks ;Bandung, Indonesia;31;-6.917464;107.619123
41;Jeffry T;;40;2017/5/8;-6.913453,107.609;For those of you who happen to drop in or vacation in the city of Bandung, you can enjoy a shady city park with fresh air to remove your fatigue by the view of green plants and colorful flowers.;482772444;A nice place to hangout with friends... - Balai Kota Bandung;40;Government Buildings, Nature & Parks, Sights & Landmarks ;Bandung, Indonesia;31;-6.917464;107.619123
41;LenAdriani02;;50;2017/6/15;-6.911733,107.61102;I went here with the other Moms from my neighbourhood because it was one of a famous place to go since Ridwan Kamil became the mayor of Bandung. It was clean and lots of photo spots. The public toilet is very clean unlike several years ago. There has been a lot of good progress ever since Ridwan Kamil became the mayor.;493431698;A cheap and fun place to hangout - Balai Kota Bandung;40;Government Buildings, Sights & Landmarks, Nature & Parks ;Bandung, Indonesia;31;-6.917464;107.619123
41;Andi_Ilham;;30;2017/8/24;-6.913453,107.609;If you like do jogging or walking exercise during vacation/trip in Bandung, you can choose this track for jogging, or citywalk from Bandung City Hall to Braga, or even to Alun Alun Square, in the morning or in the afternoon. There is pedestrian walk/path all along the way.;517265863;Good track for Jogging, or Citywalk... - Balai Kota Bandung;40;Government Buildings, Nature & Parks, Sights & Landmarks ;Bandung, Indonesia;31;-6.917464;107.619123
42;chandra s;;40;2015/7/22;-6.911733,107.61102;nice view and weather, it is a nice place to have fun and get away from city bustling life for a change. Traffic going there is quite tight though...;291616200;good place to take a deep breath - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Jakarta, Indonesia;46;-6.17511;106.865039
41;SoapAddict;;50;2017/6/17;-6.911733,107.61102;There are a lot of things to do here since the mayor give gradual renovation here and there, there is a labyrinth theme park, swimming pool that is accesible for public for free (only there is no wash area), there are a lot of instagramable spot around the area. Worth to visit, even for locals!;493883652;A good way to spend your weekend... - Balai Kota Bandung;40;Government Buildings, Sights & Landmarks, Nature & Parks ;Bandung, Indonesia;31;-6.917464;107.619123
41;Yanssens T;;30;2017/10/9;-6.911733,107.61102;Thanks to Kang Emil, the major of Bandung, now Balaikota Bandung is one of Bandung's icon. They have pond and lots of trees. You can sit and play water from the pond. But, nowadays there are so many food seller and it make the view not nice. Also people litter everywhere and make the place dirty. ;529410674;Nice place to visit but.. - Balai Kota Bandung;40;Government Buildings, Sights & Landmarks, Nature & Parks ;Bandung;31;-6.917464;107.619123
42;EricLia;;50;2015/9/11;-6.911733,107.61102;Very nice view from the top and cool weather, especially while sipping a cup tea or better still, a cup of luwak coffee.;309245632;Nice view while sipping..... - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Alor Setar;46;6.1248;100.367818
41;Tjoen;;30;2017/10/9;-6.913453,107.609;Located close to the Cathedral church and Taman Vanda, the Balai Kota is one of the interesting places to visit, where there are still large trees that are shady enough to enjoy the atmosphere during the day without having to be exposed to sunlight.On the north side there is a simple pool arena for children and there is a Historical Park.;529274721;One of the city parks is quite... - Balai Kota Bandung;40;Government Buildings, Nature & Parks, Sights & Landmarks ;Bandung;31;-6.917464;107.619123
42;manuele;;50;2015/9/15;-6.911733,107.61102;A wonderful and scenic place to stay for a few days, far away from the crowds, fresh air, all the place is about 1200 m high. We stayed with our two girls in an old tea plantations, an original dutch leftover, named 'Malabar Mess', a long ride from the chaotic City of Bandung, and we all loved that place, especially the walks in that green tea terraces...You will need a driver to go there.. On the spot you can rent a motorbike to go to the nearby town where there are plenty of small 'Warungs' and nice market...;310533523;Amazing and away from it all - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Witten/Ruhr;46;51.443893;7.353197
42;wingnut08;;40;2015/8/12;-7.167077,107.354195;We set out from Bandung, Java, Indonesia to see the extinct volcano known as Kawah Putih and Malabar Tea Plantations.To be honest we had hired a local car and driver for the day and that took a lot of strain out of the trip.We started out on 18th July 2015 (probably a bad day as it was the Muslim new year and everyone seemed to be on holidays) AVOID that time of year if possible.We set out early in the morning for what was supposed to be a reasonable drive about 60 Km to the volcano I don't think the car got out of 2nd and 3rd gear the whole trip there were thousands upon thousands of motorcycles all doing the same trip (and the same going the opposite direction) it was impossible to get any speed up however after about 3 hours we arrived at the 'volcano' a weird site its about 2300 metres above sea level which kept the temperature bearable. You have to walk a short distance from the car park to the volcano basin and on to the crust -- be aware there are many people about all wanting to sell you surgical masks (they are cheap) so if your going there bring your own as there is a smell of sulphur. The crust is a white covering of some kind of water dust and mud (watch out for your shoes) you would get the impression you were in a huge skating rink but most people seemed like they wanted to walk about on the crust a warning tells you that you should only spend 15 minutes in the basin area.After we had done Kawah Putih we set off for Malabar Tea Plantations its about 20 minutes drive away at crawl speed, On arrival in the area they are a beautiful sight to see loads of hills all covered in tea trees all cut into patterns to allow the workers to collect the tea leaves at the top of the trees (the best tea leaves) we were told. We never went to the actual Tea Resort as it was a distance away and we had to start our return journey back to Bandung. The traffic was just as heavy on the way back so if your thinking of going to see both these 'sights' check first that its not a holiday. Having a local driver and car certainly took a lot of strain out of the trip you can sit back and admire the country side from low level fields full of rice up the Jungle trees and beautiful sights looking down into valleys below talk to other companions and just enjoy the trip even if its only at 10 to 15Km an hour. If your going make it a full day trip there are a few sights on the way worth stopping at;298348687;Malabar Tea Plantations - Malabar Tea Plantations;40;Nature & Wildlife Areas, Nature & Parks ;Armagh County;46;54.350066;-6.652312
